Master Doküman Listesi;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Doküman Kodu;Doküman Adý;;Doküman Ýngilizce Adý;Tipi;Hazýrlama Tarihi;"Revizyon
No";"Revizyon
Tarihi";Revize Eden;Sorumlu Kýsým;Revizyon Nedeni;Revizyon;Son Gözden Geçirme Tarihi;Gelecek Gözden Geçirme Tarihi;Gözden Geçirme Periyodu ;Onay Tarihi;Kullanýldýðý Süreçler;Doküman Sorumlusu;Arþivleme Süresi
PIK.091;03.04.2017 personelicra toplantý notu;;;Kayýt;03.04.2017;0;03.04.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;03.04.2017;;;03.04.2017;;;0
PIK.092;05.06.2017 personelicra toplantý notu;;;Kayýt;05.06.2017;0;05.06.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;05.06.2017;;;05.06.2017;;;0
PIK.093;05.09.2017 personelicra toplantý notu;;;Kayýt;05.09.2017;0;05.09.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;05.09.2017;;;05.09.2017;;;0
PIK.094;06.02.2017 personelicra toplantý notu;;;Kayýt;06.02.2017;0;06.02.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;06.02.2017;;;06.02.2017;;;0
PIK.095;06.03.2017 personelicra toplantý notu;;;Kayýt;06.03.2017;0;06.03.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;06.03.2017;;;06.03.2017;;;0
PIK.096;6 aylýk faaliyet deðerlendirme toplantýsý;;;Kayýt;07.08.2017;0;07.08.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;07.08.2017;;;07.08.2017;;;0
PIK.097;08.05.2017 personelicra toplantý notu;;;Kayýt;08.05.2017;0;08.05.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;08.05.2017;;;08.05.2017;;;0
PIK.098;8 Mayýs 3 aylýk faaliyet raporu toplantýsý;;;Kayýt;08.05.2017;0;08.05.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;08.05.2017;;;08.05.2017;;;0
PIK.099;10.04.2017 personelicra toplantý notu;;;Kayýt;10.04.2017;0;10.04.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;10.04.2017;;;10.04.2017;;;0
PIK.100;10.07.2017 personelicra toplantý notu;;;Kayýt;10.07.2017;0;10.07.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;10.07.2017;;;10.07.2017;;;0
PIK.101;12.06.2017 personelicra toplantý notu;;;Kayýt;12.06.2017;0;12.06.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;12.06.2017;;;12.06.2017;;;0
PIK.102;13.03.2017 personelicra toplantý notu;;;Kayýt;13.03.2017;0;13.03.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;13.03.2017;;;13.03.2017;;;0
PIK.103;14.08.2017 personelicra toplantý notu;;;Kayýt;14.08.2017;0;14.08.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;14.08.2017;;;14.08.2017;;;0
PIK.104;15.05.2017 personelicra toplantý notu;;;Kayýt;15.05.2017;0;15.05.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;15.05.2017;;;15.05.2017;;;0
PIK.105;17.01.2017 personel icra toplantý notu;;;Kayýt;17.01.2017;0;17.01.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;17.01.2017;;;17.01.2017;;;0
PIK.106;18.04.2017 personelicra toplantý notu;;;Kayýt;18.04.2017;0;18.04.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;18.04.2017;;;18.04.2017;;;0
PIK.107;20.03.2017 personelicra toplantý notu;;;Kayýt;20.03.2017;0;20.03.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;20.03.2017;;;20.03.2017;;;0
PIK.108;21.02.2017 personelicra toplantý notu;;;Kayýt;21.02.2017;0;21.02.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;21.02.2017;;;21.02.2017;;;0
PIK.109;22.06.2017 personelicra toplantý notu;;;Kayýt;22.06.2017;0;22.06.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;22.06.2017;;;22.06.2017;;;0
PIK.110;22.08.2017 personelicra toplantý notu;;;Kayýt;22.08.2017;0;22.08.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;22.08.2017;;;22.08.2017;;;0
PIK.111;24.01.2017 personel icra toplantý notu;;;Kayýt;24.01.2017;0;24.01.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;24.01.2017;;;24.01.2017;;;0
PIK.112;25.07.2017 personelicra toplantý notu;;;Kayýt;25.07.2017;0;25.07.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;25.07.2017;;;25.07.2017;;;0
PIK.113;28.03.2017 personelicra toplantý notu;;;Kayýt;28.03.2017;0;28.03.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;28.03.2017;;;28.03.2017;;;0
PIK.114;30.05.2017 personelicra toplantý notu;;;Kayýt;30.05.2017;0;30.05.2017;Müjde Yýldýz;Genel Müdürlük;QDMS'e geçiþ;;30.05.2017;;;30.05.2017;;;0
PIK.115;12.01.2022 PÝK Toplantýsý;;;Kayýt;12.01.2022;0;12.01.2022;Sultan Ecevit;Genel Müdürlük;Yeni Doküman;;17.01.2022;;;17.01.2022;;;60
PIK.116;07.02.2022 PÝK Toplantýsý;;;Kayýt;07.02.2022;0;07.02.2022;Sultan Ecevit;Genel Müdürlük;Yeni Doküman;;23.02.2022;;;23.02.2022;;;60
PIK.117;21.02.2022 PÝK Toplantýsý;;;Kayýt;21.02.2022;0;21.02.2022;Sultan Ecevit;Genel Müdürlük;Yeni Doküman;;23.02.2022;;;23.02.2022;;;60
PIK.118;22.03.2022 PÝK Toplantýsý;;;Kayýt;22.03.2022;0;22.03.2022;Sultan Ecevit;Genel Müdürlük;Yeni Doküman;;06.08.2022;;;06.08.2022;;;60
PL.01-BC.PR.03;Proje Süreç Takip Çizelgesi;;;Plan;01.01.2017;1;12.04.2019;Nesrin Özkan;Bilimsel Çalýþmalar Savunuculuk Müdürlüðü;Doküman numarasý deðiþtirilerek yeni formata aktarýldý.;;03.06.2024;03.06.2025;12;12.04.2019;;;0
PL.01-FY.RH.01;Kapasite Geliþtirme Programý Proje Planý;;;Plan;21.02.2019;0;21.02.2019;Sedef Erçetin;Dýþ Ýliþkiler Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;27.03.2019;;;60
PL.01-ID.PR.05;Ýzleme Ölçme Planý;;;Plan;01.04.2019;0;01.04.2019;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;01.04.2019;;;0
PL.01-ID.PR.06;Acil Durum Müdahale Planý;;;Plan;01.04.2019;0;01.04.2019;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;01.04.2019;;;0
PL.01-ID.PR.07;Ýdari Ýþler Bölmü Genel Merkez Periyodik Bakým Cetveli ;;;Plan;15.05.2020;0;15.05.2020;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;15.05.2020;;;0
PL.01-RH.PR.27;TIBBÝ CÝHAZ HAZIRLIK KONTROL FORMU;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.07.2025;12;10.07.2024;;Oya Batu;0
PL.02-BC.PR.03;Bütçe Planý;;;Plan;01.01.2017;1;12.04.2019;Ýrem Yalçýnkaya;Bilimsel Çalýþmalar Savunuculuk Müdürlüðü;Doküman numarasý deðiþtirilerek yeni formata aktarýldý.;;03.06.2024;03.06.2025;12;12.04.2019;;;0
PL.02-FY.RH.01;Mentorluk Programý Proje Planý;;;Plan;21.02.2019;0;21.02.2019;Sedef Erçetin;Dýþ Ýliþkiler Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;27.03.2019;;;60
PL.02-MY;Örnek Ýletiþim Kampanya Planý;;;Plan;01.01.2017;0;01.01.2017;Gülden KILIÇ;Stratejik Ýletiþim Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
PL.03-FY.RH.01;Sosyal Giriþimcilik Projesi Proje Planý;;;Plan;21.02.2019;0;21.02.2019;Sedef Erçetin;Dýþ Ýliþkiler Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;27.03.2019;;;60
PY.GR.01;PROJE VE PROGRAM GELÝÞTÝRME MÜDÜRÜ GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
PY.GR.05;PROJE GELÝÞTÝRME UZMANI GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
PY.GR.08;PROJE VE PROGRAM GELÝÞTÝRME MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;30.06.2022;2;10.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Genel içerik revize edildi.;;10.09.2024;10.09.2025;12;10.09.2024;;Hatice Bardakçý;0
PY.GR.09;PROJE YÜRÜTME KIDEMLÝ UZMANI GÖREV TANIMI;;;Görev Tanýmý;30.06.2022;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
PY.GR.10;ULUSLARARASI MALÝ DESTEK PROGRAMLARI UZMANI GÖREV TANIMI;;;Görev Tanýmý;30.06.2022;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
PY.GR.11;PROJE GELÝÞTÝRME UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;30.06.2022;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
PY.GR.14;Mali Destek Programlarý Müdür Yardýmcýsý;;;Görev Tanýmý;06.09.2024;0;06.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;07.09.2024;07.09.2025;12;07.09.2024;;Hatice Bardakçý;60
PY.PR.01;Mali Destek Programý Yönetimi Prosedürü;;;Prosedür;28.02.2019;1;26.05.2022;Deniz Deren Önen;Direktörlükler;Genel içerik güncellemesi yapýldý.;;03.06.2024;03.12.2024;6;05.08.2022;;;0
PY.PR.02;Proje ve Program Yönetimi Ýþleyiþ Prosedürü;;;Prosedür;24.04.2019;2;03.06.2022;Deniz Deren Önen;Direktörlükler;Ýçerik ve ilgili kiþilerin güncellemesi yapýlmýþtýr.;;03.06.2024;03.12.2024;6;05.08.2022;;;0
PY.PR.04;Fon Projesi Geliþtirme ve Uygulama Prosedürü;;;Prosedür;11.03.2019;1;02.06.2022;Deniz Deren Önen;Direktörlükler;Ýçerik güncellenmesi yapýldý, ilgili kiþilerin isimleri deðiþtirildi.;;03.06.2024;03.12.2024;6;05.08.2022;;;0
PY.PR.05;Uluslararasý Mali Destek Programý Prosedürü;;;Prosedür;23.06.2021;1;13.06.2022;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Ýçerik güncellemesi yapýldý.;;03.06.2024;03.12.2024;6;05.08.2022;;;60
PY.PR.06;Proje Yönetim Metodolojisi Prosedürü;;;Prosedür;23.06.2021;2;16.08.2024;Hanife Bahçe;Program Proje ve Yönetim Sistemleri;Ýçerik güncellemesi yapýldý;;08.09.2024;08.03.2025;6;08.09.2024;;Eda Yurtdan;60
PY.RH.01;Teklif Çaðrýsý Baþvuru Rehberi;;;Rehber;08.11.2016;0;08.11.2016;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.12.2024;6;08.11.2016;;;0
PY.RH.02;Proje Ýzleme Rehberi;;;Rehber;12.11.2015;2;03.06.2022;Deniz Deren Önen;Direktörlükler;Ýçerik güncellenmesi yapýldý, ilgili unvanlar deðiþtirildi.;;03.06.2024;03.12.2024;6;05.08.2022;;;0
PY.RH.03;Mdp Görünürlük Rehberi;;;Rehber;01.01.2017;1;24.01.2018;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Revizyon talebi iletilmesi kapsamýnda güncellemeler yapýlmýþtýr.;;03.06.2024;03.12.2024;6;26.01.2018;;;0
PY.RH.04;Proje Uygulama Rehberi;;;Rehber;09.04.2015;3;03.06.2022;Deniz Deren Önen;Direktörlükler;Ýçerik ve ilgili kiþiler güncellenmiþtir.;;03.06.2024;03.12.2024;6;06.08.2022;;;0
PY.RH.05;Proje Satýnalma Rehberi;;;Rehber;21.01.2015;0;21.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.12.2024;6;21.01.2015;;;0
PY.RH.06;Mali Destek Programý Yönetimi Rehberi;;;Rehber;11.03.2019;1;13.06.2022;Deniz Deren Önen;Direktörlükler;Ýçerik güncellemesi yapýldý.;;03.06.2024;03.12.2024;6;06.08.2022;;;0
PY.RH.07;Fon Projesi Geliþtirme ve Uygulama Rehberi;;;Rehber;11.03.2019;1;13.06.2022;Deniz Deren Önen;Direktörlükler;Doküman gözden geçirildi ve ilgili unvanlar revize edildi.;;03.06.2024;03.12.2024;6;06.08.2022;;;0
PY.RH.08;Mali Destek Uygulama Rehberi;;;Form;05.07.2021;0;05.07.2021;Hatice Mutlu;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;24.08.2021;;;60
PY.RH.09;Türkiye Yeþilay Cemiyeti Uluslararasý Mali Destek Programý Baþvuru Rehberi;;;Rehber;05.07.2021;0;05.07.2021;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;02.09.2021;;;60
PY.RH.10;Türkiye Yeþilay Cemiyeti Uluslararasý Mali Destek Hazýrlýk Programý Baþvuru Rehberi;;;Doküman;05.07.2021;0;05.07.2021;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.12.2024;6;02.09.2021;;;60
PY.TL.02;Proje Danýþmanlýk Yönetimi Talimatý;;;Talimat;27.03.2019;0;27.03.2019;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Yeni Doküman;;03.06.2024;03.12.2024;6;27.03.2019;;;0
RH.GR.01;HEMÞÝRE GÖREV TANIMI;;;Görev Tanýmý;08.12.2023;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
RH.GR.02;REHABÝLÝTASYON MUTFAK PERSONELÝ (AÞÇI YARDIMCISI) GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;1;08.10.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Mezuniyet alaný revize edildi;;08.10.2024;08.10.2025;12;08.10.2024;;Hatice Bardakçý;0
RH.GR.04;REHABÝLÝTASYON ÝDARÝ ÝÞLER  GÖREV TANIMI;;;Görev Tanýmý;06.03.2024;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
RH.GR.05;REHABÝLÝTASYON ÝDARÝ ÝÞLER  GÖREV TANIMI;;;Görev Tanýmý;12.03.2024;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
RH.GR.06;REHABÝLÝTASYON ELEKTRÝK BAKIM YETKÝLÝSÝ GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.07;REHABÝLÝTASYON ERGOTERAPÝST GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.08;REHABÝLÝTASYON MEKANÝK BAKIM YETKÝLÝSÝ;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.09;REHABÝLÝTASYON MESLEK ÖÐRETMENÝ/MESLEK ÖÐRETMENÝ ATÖLYE GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.10;REHABÝLÝTASYON USTA ÖÐRETÝCÝ - AÞÇI GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.11;REHABÝLÝTASYON ÝDARÝ MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.12;"REHABÝLÝTASYON ÝYÝLEÞME DANIÞMANI
GÖREV TANIMI";;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.13;REHABÝLÝTASYON MERKEZÝ MESUL MÜDÜRÜ GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.14;REHABÝLÝTASYON TIBBÝ SEKRETER GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.15;REHABÝLÝTASYON SPOR EÐÝTÝM SORUMLUSU GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.16;REHABÝLÝTASYON SOSYAL HÝZMET UZMANI GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.17;REHABÝLÝTASYON PSÝKOTERAPÝST GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.18;REHABÝLÝTASYON TIBBÝ DANIÞMANGÖREV TANIMI;;;Görev Tanýmý;11.06.2024;1;13.02.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Genel görev tanýmý revize edildi.;;29.07.2025;29.07.2026;12;29.07.2025;;Hatice Bardakçý;0
RH.GR.19;REHABÝLÝTASYON BEDEN EÐÝTÝMÝ VE SPOR ÖÐRETMENÝ GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.20;REHABÝLÝTASYON BELLETMEN GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.21;REHABÝLÝTASYON BAHÇIVAN GÖREV TANIMI;;;Görev Tanýmý;11.06.2024;0;11.06.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Qdms Geçiþ;;11.06.2024;11.06.2025;12;11.06.2024;;Cüneyt Emanet;0
RH.GR.22;Rehabilitasyon Müdürü Görev Tanýmý;;;Görev Tanýmý;05.09.2024;0;05.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;05.09.2024;05.09.2025;12;05.09.2024;;Hatice Bardakçý;60
RH.GR.26;Rehabilitasyon Temizlik Personeli Görev Tanýmý;;;Görev Tanýmý;25.02.2025;1;26.02.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Dokumanda imza alaný görünmüyordu;;26.02.2025;26.02.2026;12;26.02.2025;;Hatice Bardakçý;60
RH.PR.01; ACÝL SEVK KRÝTERLERÝ PROSEDÜRÜ;;;;10.07.2023;0;10.07.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2023;10.01.2024;6;10.07.2023;;Oya Batu;0
RH.PR.02;AÐRI YÖNETÝM PROSEDÜRÜ ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.03;ÝLAÇ GÜVENLÝÐÝ VE UYGULAMA PROSEDÜRÜ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.04;ÇALIÞAN GÜVENLÝÐÝ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.05;ÇAMAÞIRHANE HÝZMETLERÝ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.06;DANIÞAN GÜVENLÝÐÝ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.07;DANIÞAN KAYIT, YATIÞ VE TABURCULUK ÝÞLEMLERÝ PROSEDÜRÜ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.08;DANIÞAN MEMNUNÝYET ANKETÝ UYGULAMA PROSEDÜRÜ;;;Prosedür;01.04.2023;1;01.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;"7.2 MADDESÝ EKLENDÝ
3 ADET PROSEDÜRÜ BAÐLAYAN FORM EKLENDÝ";;02.09.2024;02.03.2025;6;02.09.2024;;Oya Batu;0
RH.PR.09;DESTEKLEYÝCÝ TOPLANTILAR VE SEMÝNERLER PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.10;DIÞ AKTÝVÝTE PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.11;DÜÞMELERÝN ÖNLENMESÝ VE YÖNETÝMÝ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.12;DANIS?AN YAKINI EG?I?TI?MI? VE BI?LGI?LENDI?RME PROSEDU?RU?;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.13;EÐÝTÝM PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.14;ÝLAÇ ATIKLARI VE MÝADI DOLAN ÝLAÇLARIN ÝMHASI PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.15;ÝLAÇ TEMÝNÝ SAKLANMASI VE KALÝTE KONTROLÜ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.17;ÝLAÇ YÖNETÝMÝ PROSEDÜRÜ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.18;ÝSTENMEYEN OLAY BÝLDÝRÝM PROSEDÜRÜ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.19;Merkez Kurallarý ve Yaptýrýmlar Prosedürü;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.20;ÖN GÖRÜLEMEYEN DURUMLAR PROSEDÜRÜ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.21;PSÝKOTROP VE NARKOTÝK ÝLAÇLARIN KONTROLÜ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.22;HOÞGELDÝN EVÝ PROSEDÜRÜ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.23;REHAB-YEDAM VE ÞUBELER ARASI KOORDÝNASYON-ÝÞBÖLÜMÜ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
